id,sku,field,existing_value,archive_value,final_value,reason
product-reg4008a,REG4008A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg5073,REG5073,title,American Mid-Century Paul Frankl Dining chair,American Mid-Century Paul Frankl Dining chair,American Mid-Century Paul Frankl Dining chair,unchanged-same
product-reg5073,REG5073,description,American Mid-Century ebonized armchair with a double panel back and seat having a floral upholstery (PAUL FRANKL).,American Mid-Century ebonized armchair with a double panel back and seat having a floral upholstery (PAUL FRANKL).,American Mid-Century ebonized armchair with a double panel back and seat having a floral upholstery (PAUL FRANKL).,unchanged-same
product-reg5073,REG5073,dimensions,,,,both-empty
product-reg5073,REG5073,price,"$1,800","$1,800","$1,800",unchanged-same
product-reg5073,REG5073,material,,Upholstered,Upholstered,filled-from-archive
product-reg5073,REG5073,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-reg5073,REG5073,period,,,,both-empty
product-reg5073,REG5073,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064340,064340,title,English Victorian Style Black Tufted Camelback Sofa,English Victorian Style Black Tufted Camelback Sofa,English Victorian Style Black Tufted Camelback Sofa,unchanged-same
product-064340,064340,description,2 English Victorian Style Tufted Black Leather Camelback Sofas with 6 straight legs connected with a stretcher (PRICED EACH).,2 English Victorian Style Tufted Black Leather Camelback Sofas with 6 straight legs connected with a stretcher (PRICED EACH).,2 English Victorian Style Tufted Black Leather Camelback Sofas with 6 straight legs connected with a stretcher (PRICED EACH).,unchanged-same
product-064340,064340,dimensions,,,,both-empty
product-064340,064340,price,"$3,200","$3,200","$3,200",unchanged-same
product-064340,064340,material,,,,both-empty
product-064340,064340,style,English,English,English,unchanged-same
product-064340,064340,period,,,,both-empty
product-064340,064340,availability,Available Qty: 2,Available Qty: 2,Available Qty: 2,unchanged-same
product-nwl6761,NWL6761,title,19th Century Indonesian Painted Wood Mile Marker Carving,19th Century Indonesian Painted Wood Mile Marker Carving,19th Century Indonesian Painted Wood Mile Marker Carving,unchanged-same
product-nwl6761,NWL6761,description,"Indonesian (19th Century) obelisk-like mile marker handcarved and painted in a white wash, and mounted on a flat rectangular metal base..","Indonesian (19th Century) obelisk-like mile marker handcarved and painted in a white wash, and mounted on a flat rectangular metal base..","Indonesian (19th Century) obelisk-like mile marker handcarved and painted in a white wash, and mounted on a flat rectangular metal base..",unchanged-same
product-nwl6761,NWL6761,dimensions,,,,both-empty
product-nwl6761,NWL6761,price,"$1,850","$1,850","$1,850",unchanged-same
product-nwl6761,NWL6761,material,,"Metal, painted, wood","Metal, painted, wood",filled-from-archive
product-nwl6761,NWL6761,style,Asian,Asian,Asian,unchanged-same
product-nwl6761,NWL6761,period,,,,both-empty
product-nwl6761,NWL6761,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg9127,REG9127,title,American Contemporary Brown Ceramic Sphere,American Contemporary Brown Ceramic Sphere,American Contemporary Brown Ceramic Sphere,unchanged-same
product-reg9127,REG9127,description,American Contemporary brown ceramic sphere (similar green sphere REG9128).,American Contemporary brown ceramic sphere (similar green sphere REG9128).,American Contemporary brown ceramic sphere (similar green sphere REG9128).,unchanged-same
product-reg9127,REG9127,dimensions,,,,both-empty
product-reg9127,REG9127,price,$320,$320,$320,unchanged-same
product-reg9127,REG9127,material,,Marble,Marble,filled-from-archive
product-reg9127,REG9127,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-reg9127,REG9127,period,,,,both-empty
product-reg9127,REG9127,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-060579,060579,title,French Art Deco Wrought Iron Cheval Mirror,French Art Deco Wrought Iron Cheval Mirror,French Art Deco Wrought Iron Cheval Mirror,unchanged-same
product-060579,060579,description,French Art Deco wrought iron cheval mirror with an arch-form top and open filigree border on a tiered rectangular pedestal base..,French Art Deco wrought iron cheval mirror with an arch-form top and open filigree border on a tiered rectangular pedestal base..,French Art Deco wrought iron cheval mirror with an arch-form top and open filigree border on a tiered rectangular pedestal base..,unchanged-same
product-060579,060579,dimensions,,,,both-empty
product-060579,060579,price,"$17,500","$17,500","$17,500",unchanged-same
product-060579,060579,material,,"Iron, iron / wrought iron, metal","Iron, iron / wrought iron, metal",filled-from-archive
product-060579,060579,style,Art Deco,Art Deco,Art Deco,unchanged-same
product-060579,060579,period,,,,both-empty
product-060579,060579,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-038062a,038062A,title,White Painted Bentwood Cheval Mirror (manner of Michael Thonet),White Painted Bentwood Cheval Mirror (manner of Michael Thonet),White Painted Bentwood Cheval Mirror (manner of Michael Thonet),unchanged-same
product-038062a,038062A,description,White painted 19th/20th Century bentwood cheval mirror (in the manner of Michael Thonet).,White painted 19th/20th Century bentwood cheval mirror (in the manner of Michael Thonet).,White painted 19th/20th Century bentwood cheval mirror (in the manner of Michael Thonet).,unchanged-same
product-038062a,038062A,dimensions,,,,both-empty
product-038062a,038062A,price,"$12,500","$12,500","$12,500",unchanged-same
product-038062a,038062A,material,,"Bentwood, painted, wood","Bentwood, painted, wood",filled-from-archive
product-038062a,038062A,style,Bentwood,Bentwood,Bentwood,unchanged-same
product-038062a,038062A,period,,,,both-empty
product-038062a,038062A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064133,064133,title,DIA American Contemporary Chrome and Leather Barstools,DIA American Contemporary Chrome and Leather Barstools,DIA American Contemporary Chrome and Leather Barstools,unchanged-same
product-064133,064133,description,SET of 3 American Contemporary tube and flatbar chromed steel barstools with leather seat and back cushions (PRICED AS SET) (DESIGN INSTITUTE OF AMERICA).,SET of 3 American Contemporary tube and flatbar chromed steel barstools with leather seat and back cushions (PRICED AS SET) (DESIGN INSTITUTE OF AMERICA).,SET of 3 American Contemporary tube and flatbar chromed steel barstools with leather seat and back cushions (PRICED AS SET) (DESIGN INSTITUTE OF AMERICA).,unchanged-same
product-064133,064133,dimensions,,,,both-empty
product-064133,064133,price,"$3,600","$3,600","$3,600",unchanged-same
product-064133,064133,material,,,,both-empty
product-064133,064133,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-064133,064133,period,,,,both-empty
product-064133,064133,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-mod2032,MOD2032,title,"""Karl"" Contemporary Mid-Century Style Walnut and Textured Charcoal Gray Upholstered Armchairs","""Karl"" Contemporary Mid-Century Style Walnut and Textured Charcoal Gray Upholstered Armchairs","""Karl"" Contemporary Mid-Century Style Walnut and Textured Charcoal Gray Upholstered Armchairs",unchanged-same
product-mod2032,MOD2032,description,"2 Contemporary ""Karl"" Swedish Mid-Century-style armchairs with walnut frames supporting a curved back with small side extentions, and inclined seat, upholstered in a woved charcoal gray textured fabric.  (PRICED EACH).","2 Contemporary ""Karl"" Swedish Mid-Century-style armchairs with walnut frames supporting a curved back with small side extentions, and inclined seat, upholstered in a woved charcoal gray textured fabric.  (PRICED EACH).","2 Contemporary ""Karl"" Swedish Mid-Century-style armchairs with walnut frames supporting a curved back with small side extentions, and inclined seat, upholstered in a woved charcoal gray textured fabric.  (PRICED EACH).",unchanged-same
product-mod2032,MOD2032,dimensions,,,,both-empty
product-mod2032,MOD2032,price,"$1,650","$1,650","$1,650",unchanged-same
product-mod2032,MOD2032,material,,"Fabric, upholstered, walnut, wood","Fabric, upholstered, walnut, wood",filled-from-archive
product-mod2032,MOD2032,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-mod2032,MOD2032,period,,,,both-empty
product-mod2032,MOD2032,availability,Available Qty: 2,Available Qty: 2,Available Qty: 2,unchanged-same
product-mod2038,MOD2038,title,Corda Bench / Footstool (Natural Papercord),Corda Bench / Footstool (Natural Papercord),Corda Bench / Footstool (Natural Papercord),unchanged-same
product-mod2038,MOD2038,description,"2 ""Corda"" Mid-Century Danish Style bench/footstools made from FSC-Certified solid walnut, this bench is not only stylish but also environmentally friendly and features a styled cord seat with a natural finish  (PRICED EACH).","2 ""Corda"" Mid-Century Danish Style bench/footstools made from FSC-Certified solid walnut, this bench is not only stylish but also environmentally friendly and features a styled cord seat with a natural finish  (PRICED EACH).","2 ""Corda"" Mid-Century Danish Style bench/footstools made from FSC-Certified solid walnut, this bench is not only stylish but also environmentally friendly and features a styled cord seat with a natural finish  (PRICED EACH).",unchanged-same
product-mod2038,MOD2038,dimensions,,,,both-empty
product-mod2038,MOD2038,price,$850,$850,$850,unchanged-same
product-mod2038,MOD2038,material,,"Papercord, walnut, wood","Papercord, walnut, wood",filled-from-archive
product-mod2038,MOD2038,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-mod2038,MOD2038,period,,,,both-empty
product-mod2038,MOD2038,availability,Available Qty: 2,Available Qty: 2,Available Qty: 2,unchanged-same
product-mod2039a,MOD2039A,title,Corda Long Bench (Natural),Corda Long Bench (Natural),Corda Long Bench (Natural),unchanged-same
product-mod2039a,MOD2039A,description,"The ""Corda"" Danish Mid-Century inspired bench constructed of eco-friendly FSC-Certified sustainable walnut, sourced in the United States and features a contrasting cord seat in a natural beige tone. (Available in black: MOD2039).","The ""Corda"" Danish Mid-Century inspired bench constructed of eco-friendly FSC-Certified sustainable walnut, sourced in the United States and features a contrasting cord seat in a natural beige tone. (Available in black: MOD2039).","The ""Corda"" Danish Mid-Century inspired bench constructed of eco-friendly FSC-Certified sustainable walnut, sourced in the United States and features a contrasting cord seat in a natural beige tone. (Available in black: MOD2039).",unchanged-same
product-mod2039a,MOD2039A,dimensions,,,,both-empty
product-mod2039a,MOD2039A,price,"$1,200","$1,200","$1,200",unchanged-same
product-mod2039a,MOD2039A,material,,"Papercord, walnut, wood","Papercord, walnut, wood",filled-from-archive
product-mod2039a,MOD2039A,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-mod2039a,MOD2039A,period,,,,both-empty
product-mod2039a,MOD2039A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064097a,064097A,title,Contemporary Reproduction of Egyptian Figure on base,Contemporary Reproduction of Egyptian Figure on base,Contemporary Reproduction of Egyptian Figure on base,unchanged-same
product-064097a,064097A,description,Contemporary Reproduction of Egyptian Figure on base (similar figure: 064097B).,Contemporary Reproduction of Egyptian Figure on base (similar figure: 064097B).,Contemporary Reproduction of Egyptian Figure on base (similar figure: 064097B).,unchanged-same
product-064097a,064097A,dimensions,,,,both-empty
product-064097a,064097A,price,$120,$120,$120,unchanged-same
product-064097a,064097A,material,,Plastic,Plastic,filled-from-archive
product-064097a,064097A,style,Middle Eastern,Middle Eastern,Middle Eastern,unchanged-same
product-064097a,064097A,period,,,,both-empty
product-064097a,064097A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-062377,062377,title,American Empire Style Zoomorphic Design Cheval Mirror,American Empire Style Zoomorphic Design Cheval Mirror,American Empire Style Zoomorphic Design Cheval Mirror,unchanged-same
product-062377,062377,description,American Empire-style (first quarter 20th Century) mahogany cheval mirror flanked by carved swans on a scalloped base with paw feet and an eagle finial..,American Empire-style (first quarter 20th Century) mahogany cheval mirror flanked by carved swans on a scalloped base with paw feet and an eagle finial..,American Empire-style (first quarter 20th Century) mahogany cheval mirror flanked by carved swans on a scalloped base with paw feet and an eagle finial..,unchanged-same
product-062377,062377,dimensions,,,,both-empty
product-062377,062377,price,"$5,500","$5,500","$5,500",unchanged-same
product-062377,062377,material,,"Carved, mahogany, wood","Carved, mahogany, wood",filled-from-archive
product-062377,062377,style,American,American,American,unchanged-same
product-062377,062377,period,,,,both-empty
product-062377,062377,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
